ice_source,region,year,q0.5,q0.05,q0.95,q0.17,q0.83,q0.25,q0.75,sample_mean,sample_sd,sample_min, sample_max
GrIS,ALL,2100,9.90574430054924,2.23303047162683,20.1907148885006,5.46048343162135,15.0404321703989,6.73946806391246,13.3989104472147,10.3300,6.5466,-27.2591,71.5033
AIS,WAIS,2100,11.8412089199207,2.48453325084189,24.4114447338028,6.3215778358675,18.1018172242548,7.90439659866106,16.1166061886879,12.6491,7.1938,-9.0473,68.9031
AIS,EAIS,2100,8.08322221805945,-0.60285020073101,19.5037631862238,2.96088707890704,13.8532514262418,4.43064349922465,12.0335260257442,8.6691,6.5539,-11.2151,70.7688
AIS,PEN,2100,1.99826399051171,1.08931195877335,2.90647753340131,1.47192512347581,2.52449503164189,1.62634835213465,2.37014311754943,1.9922,0.5604,-0.1457,3.7596
AIS,ALL,2100,21.7631505499714,7.84953959051295,43.0786132188207,13.6132083114697,31.6730124472703,16.0106197618874,28.4261491477376,23.310,11.757,-6.283,133.558
Glaciers,region_1,2100,2.40660521164189,1.07085952026837,3.72688739946301,1.62842348734291,3.18854975016474,1.85555851517796,2.96032857868581,2.4345,0.8306,-0.5523,4.3300
Glaciers,region_2,2100,0.205803586237419,0.131708721533187,0.252974478017157,0.163958436613541,0.239180280582087,0.17667498606704,0.23082631290834,0.2146,0.0407,0.0575,0.2600
Glaciers,region_3,2100,2.60591125622946,1.03350514477893,4.28845391857029,1.68590912043664,3.56116369663602,1.95295702693551,3.27623466120222,2.6293,0.9762,-0.7496,6.4015
Glaciers,region_4,2100,1.09337307501209,0.41334490078827,1.76203418541537,0.69734647981159,1.49079728374907,0.812971796938794,1.37493794382004,1.1168,0.4226,-0.4921,2.0500
Glaciers,region_5,2100,1.74918697930142,0.687187033059249,2.81985216034093,1.12991604569366,2.37692954548927,1.31043144484673,2.19262237147452,1.7751,0.6575,-0.6106,3.3600
Glaciers,region_6,2100,0.417946118923651,0.066025913843274,0.756650902670804,0.213851579551757,0.619810781940014,0.273712001642374,0.561271779177894,0.4211,0.2204,-0.4477,0.9100
Glaciers,region_7,2100,1.25400127765523,0.517830281825946,1.67773310848494,0.84294275321314,1.56138073261012,0.969591229711802,1.48725809366977,1.3499,0.3882,-0.4075,1.7300
Glaciers,region_8,2100,0.0463860218065922,0.022411558315086,0.0654882025092079,0.032599227302453,0.0589075149716519,0.0366902862253617,0.055494117884865,0.0482,0.0142,-0.0255,0.0700
Glaciers,region_9,2100,2.01167094193117,0.917781564777984,2.96108498272342,1.37765282333564,2.61447347107214,1.56409099161292,2.44571757296212,2.0513,0.6645,-0.7932,3.2000
Glaciers,region_10,2100,0.0215659313994266,0.00652786671251922,0.0287594228740609,0.0133951900525442,0.0269661427671705,0.0159831147098851,0.0257430053322159,0.0252,0.0070,-0.0110,0.0300
Glaciers,region_11,2100,0.0246913782958393,0.0168827356375327,0.0290037970316713,0.0203692790095158,0.0278445764246156,0.0217053861905489,0.0270933372383764,0.0263,0.0041,0.0076,0.0300
Glaciers,region_12,2100,0.0131886773719811,0.0089855016401376,0.0173215602445752,0.0107605295233916,0.0156023914468859,0.0114974670504921,0.014918103110975,0.0137,0.0025,0.0043,0.0200
Glaciers,region_13,2100,0.611631946909566,0.324429713253737,0.770799033196024,0.45207971600064,0.72801095876745,0.501529755740605,0.700316600971122,0.6533,0.1470,-0.0673,0.7900
Glaciers,region_14,2100,0.502374587870361,0.274000369083712,0.66366523965949,0.371914972662237,0.613251009838918,0.411021383687505,0.584446849268277,0.5244,0.1316,-0.0354,0.6900
Glaciers,region_15,2100,0.157621431787724,0.0711297010783169,0.204185153167872,0.109770530186144,0.191865761188984,0.124669823330415,0.183798255946849,0.1726,0.0447,-0.0513,0.2100
Glaciers,region_16,2100,0.0143458046715264,0.00491985013550487,0.0190082062380362,0.00919692953476442,0.0178265327284464,0.0108207667787547,0.017027908106481,0.0166,0.0045,-0.0041,0.0200
Glaciers,region_17,2100,0.604713446707337,0.231259451587626,0.983432625947521,0.387417615688944,0.824170571565881,0.450902111645718,0.759633215068833,0.6075,0.2274,-0.1632,1.2800
Glaciers,region_18,2100,0.0108358925858755,0.00490830226002609,0.0166996614076759,0.00740584282073713,0.0142934813020273,0.00840690345903189,0.0132821516652647,0.0114,0.0037,-0.0021,0.0200
Glaciers,region_19,2100,2.22633032751392,0.300781236599671,4.18343499587036,1.10749965247012,3.35467870715308,1.43480013257502,3.02248889151019,2.2335,1.1844,-1.9898,6.3120
Glaciers,ALL,2100,16.2384462811495,11.569594424351,21.388846599103,13.5278052910581,19.069623935686,14.3123522888621,18.2024381811165,16.325,2.972,6.186,29.005
LAND_ICE,ALL,2100,48.3594435269015,30.2897678147853,75.1831748143614,37.6634000965726,61.143852648142,40.4640806043562,57.2562577300597,49.966,14.398,-6.573,163.331
