ice_source,region,year,mean,sd
GrIS,ALL,2022,0.218,0.133
AIS,WAIS,2022,0.159,0.203
AIS,EAIS,2022,-0.054,0.089
AIS,PEN,2022,-0.004,0.038
AIS,ALL,2022,0.101,0.281
Glaciers,region_1,2022,0.106,0.071
Glaciers,region_2,2022,0.024,0.014
Glaciers,region_3,2022,0.065,0.043
Glaciers,region_4,2022,0.037,0.025
Glaciers,region_5,2022,0.077,0.062
Glaciers,region_6,2022,0.018,0.012
Glaciers,region_7,2022,0.066,0.055
Glaciers,region_8,2022,0.003,0.002
Glaciers,region_9,2022,0.069,0.050
Glaciers,region_10,2022,0.003,0.001
Glaciers,region_11,2022,0.004,0.002
Glaciers,region_12,2022,0.002,0.001
Glaciers,region_13,2022,0.046,0.021
Glaciers,region_14,2022,0.032,0.016
Glaciers,region_15,2022,0.015,0.007
Glaciers,region_16,2022,0.002,0.002
Glaciers,region_17,2022,0.036,0.033
Glaciers,region_18,2022,0.001,0.001
Glaciers,region_19,2022,0.060,0.075
Glaciers,ALL,2022,0.668,0.157
GrIS,ALL,2023,0.255,0.122
AIS,WAIS,2023,0.136,0.206
AIS,EAIS,2023,-0.083,0.064
AIS,PEN,2023,0.001,0.038
AIS,ALL,2023,0.054,0.221
Glaciers,region_1,2023,0.126,0.080
Glaciers,region_2,2023,0.028,0.015
Glaciers,region_3,2023,0.078,0.048
Glaciers,region_4,2023,0.044,0.029
Glaciers,region_5,2023,0.090,0.072
Glaciers,region_6,2023,0.021,0.014
Glaciers,region_7,2023,0.078,0.061
Glaciers,region_8,2023,0.004,0.002
Glaciers,region_9,2023,0.082,0.055
Glaciers,region_10,2023,0.003,0.002
Glaciers,region_11,2023,0.005,0.002
Glaciers,region_12,2023,0.002,0.001
Glaciers,region_13,2023,0.053,0.023
Glaciers,region_14,2023,0.037,0.018
Glaciers,region_15,2023,0.018,0.008
Glaciers,region_16,2023,0.003,0.002
Glaciers,region_17,2023,0.041,0.037
Glaciers,region_18,2023,0.001,0.001
Glaciers,region_19,2023,0.070,0.088
Glaciers,ALL,2023,0.784,0.179
GrIS,ALL,2024,0.309,0.115
AIS,WAIS,2024,0.143,0.208
AIS,EAIS,2024,-0.087,0.064
AIS,PEN,2024,0.004,0.038
AIS,ALL,2024,0.060,0.243
Glaciers,region_1,2024,0.145,0.090
Glaciers,region_2,2024,0.032,0.018
Glaciers,region_3,2024,0.091,0.054
Glaciers,region_4,2024,0.052,0.033
Glaciers,region_5,2024,0.103,0.081
Glaciers,region_6,2024,0.024,0.016
Glaciers,region_7,2024,0.088,0.068
Glaciers,region_8,2024,0.004,0.002
Glaciers,region_9,2024,0.094,0.063
Glaciers,region_10,2024,0.003,0.002
Glaciers,region_11,2024,0.005,0.003
Glaciers,region_12,2024,0.002,0.001
Glaciers,region_13,2024,0.059,0.027
Glaciers,region_14,2024,0.041,0.021
Glaciers,region_15,2024,0.020,0.009
Glaciers,region_16,2024,0.003,0.002
Glaciers,region_17,2024,0.047,0.042
Glaciers,region_18,2024,0.001,0.001
Glaciers,region_19,2024,0.081,0.099
Glaciers,ALL,2024,0.896,0.202
GrIS,ALL,2025,0.319,0.142
AIS,WAIS,2025,0.158,0.208
AIS,EAIS,2025,-0.087,0.104
AIS,PEN,2025,0.005,0.038
AIS,ALL,2025,0.076,0.285
Glaciers,region_1,2025,0.161,0.100
Glaciers,region_2,2025,0.035,0.019
Glaciers,region_3,2025,0.103,0.061
Glaciers,region_4,2025,0.059,0.038
Glaciers,region_5,2025,0.115,0.090
Glaciers,region_6,2025,0.027,0.018
Glaciers,region_7,2025,0.099,0.075
Glaciers,region_8,2025,0.005,0.003
Glaciers,region_9,2025,0.105,0.071
Glaciers,region_10,2025,0.004,0.002
Glaciers,region_11,2025,0.005,0.003
Glaciers,region_12,2025,0.002,0.001
Glaciers,region_13,2025,0.066,0.030
Glaciers,region_14,2025,0.046,0.023
Glaciers,region_15,2025,0.022,0.010
Glaciers,region_16,2025,0.004,0.003
Glaciers,region_17,2025,0.052,0.046
Glaciers,region_18,2025,0.001,0.001
Glaciers,region_19,2025,0.089,0.109
Glaciers,ALL,2025,1.000,0.225
GrIS,ALL,2026,0.346,0.177
AIS,WAIS,2026,0.131,0.203
AIS,EAIS,2026,-0.079,0.092
AIS,PEN,2026,0.015,0.040
AIS,ALL,2026,0.068,0.237
Glaciers,region_1,2026,0.179,0.108
Glaciers,region_2,2026,0.038,0.021
Glaciers,region_3,2026,0.115,0.068
Glaciers,region_4,2026,0.065,0.041
Glaciers,region_5,2026,0.127,0.099
Glaciers,region_6,2026,0.030,0.019
Glaciers,region_7,2026,0.109,0.080
Glaciers,region_8,2026,0.005,0.003
Glaciers,region_9,2026,0.118,0.076
Glaciers,region_10,2026,0.004,0.002
Glaciers,region_11,2026,0.006,0.003
Glaciers,region_12,2026,0.003,0.001
Glaciers,region_13,2026,0.073,0.032
Glaciers,region_14,2026,0.051,0.025
Glaciers,region_15,2026,0.024,0.010
Glaciers,region_16,2026,0.004,0.003
Glaciers,region_17,2026,0.057,0.050
Glaciers,region_18,2026,0.002,0.001
Glaciers,region_19,2026,0.100,0.123
Glaciers,ALL,2026,1.109,0.245
GrIS,ALL,2027,0.384,0.205
AIS,WAIS,2027,0.097,0.193
AIS,EAIS,2027,-0.062,0.087
AIS,PEN,2027,0.023,0.041
AIS,ALL,2027,0.058,0.239
Glaciers,region_1,2027,0.197,0.116
Glaciers,region_2,2027,0.041,0.022
Glaciers,region_3,2027,0.128,0.078
Glaciers,region_4,2027,0.071,0.046
Glaciers,region_5,2027,0.139,0.108
Glaciers,region_6,2027,0.034,0.021
Glaciers,region_7,2027,0.119,0.084
Glaciers,region_8,2027,0.006,0.003
Glaciers,region_9,2027,0.129,0.080
Glaciers,region_10,2027,0.004,0.002
Glaciers,region_11,2027,0.006,0.003
Glaciers,region_12,2027,0.003,0.002
Glaciers,region_13,2027,0.080,0.034
Glaciers,region_14,2027,0.055,0.027
Glaciers,region_15,2027,0.026,0.011
Glaciers,region_16,2027,0.004,0.003
Glaciers,region_17,2027,0.062,0.054
Glaciers,region_18,2027,0.002,0.001
Glaciers,region_19,2027,0.109,0.133
Glaciers,ALL,2027,1.215,0.266
GrIS,ALL,2028,0.419,0.217
AIS,WAIS,2028,0.079,0.186
AIS,EAIS,2028,-0.063,0.109
AIS,PEN,2028,0.032,0.041
AIS,ALL,2028,0.048,0.251
Glaciers,region_1,2028,0.219,0.125
Glaciers,region_2,2028,0.044,0.023
Glaciers,region_3,2028,0.142,0.084
Glaciers,region_4,2028,0.078,0.050
Glaciers,region_5,2028,0.152,0.116
Glaciers,region_6,2028,0.037,0.023
Glaciers,region_7,2028,0.128,0.089
Glaciers,region_8,2028,0.006,0.003
Glaciers,region_9,2028,0.140,0.084
Glaciers,region_10,2028,0.005,0.003
Glaciers,region_11,2028,0.007,0.003
Glaciers,region_12,2028,0.003,0.002
Glaciers,region_13,2028,0.087,0.037
Glaciers,region_14,2028,0.060,0.029
Glaciers,region_15,2028,0.028,0.012
Glaciers,region_16,2028,0.005,0.003
Glaciers,region_17,2028,0.065,0.057
Glaciers,region_18,2028,0.002,0.001
Glaciers,region_19,2028,0.118,0.145
Glaciers,ALL,2028,1.324,0.285
GrIS,ALL,2029,0.453,0.209
AIS,WAIS,2029,0.079,0.205
AIS,EAIS,2029,-0.070,0.087
AIS,PEN,2029,0.035,0.040
AIS,ALL,2029,0.044,0.249
Glaciers,region_1,2029,0.241,0.135
Glaciers,region_2,2029,0.047,0.025
Glaciers,region_3,2029,0.158,0.094
Glaciers,region_4,2029,0.085,0.056
Glaciers,region_5,2029,0.167,0.125
Glaciers,region_6,2029,0.041,0.025
Glaciers,region_7,2029,0.137,0.093
Glaciers,region_8,2029,0.007,0.003
Glaciers,region_9,2029,0.150,0.089
Glaciers,region_10,2029,0.005,0.003
Glaciers,region_11,2029,0.007,0.003
Glaciers,region_12,2029,0.003,0.002
Glaciers,region_13,2029,0.094,0.040
Glaciers,region_14,2029,0.065,0.031
Glaciers,region_15,2029,0.030,0.013
Glaciers,region_16,2029,0.005,0.003
Glaciers,region_17,2029,0.070,0.061
Glaciers,region_18,2029,0.002,0.001
Glaciers,region_19,2029,0.128,0.155
Glaciers,ALL,2029,1.441,0.307
GrIS,ALL,2030,0.473,0.209
AIS,WAIS,2030,0.088,0.218
AIS,EAIS,2030,-0.047,0.109
AIS,PEN,2030,0.035,0.039
AIS,ALL,2030,0.075,0.268
Glaciers,region_1,2030,0.260,0.146
Glaciers,region_2,2030,0.049,0.026
Glaciers,region_3,2030,0.175,0.102
Glaciers,region_4,2030,0.092,0.061
Glaciers,region_5,2030,0.181,0.134
Glaciers,region_6,2030,0.045,0.027
Glaciers,region_7,2030,0.147,0.097
Glaciers,region_8,2030,0.008,0.004
Glaciers,region_9,2030,0.161,0.093
Glaciers,region_10,2030,0.006,0.003
Glaciers,region_11,2030,0.007,0.004
Glaciers,region_12,2030,0.003,0.002
Glaciers,region_13,2030,0.101,0.043
Glaciers,region_14,2030,0.070,0.033
Glaciers,region_15,2030,0.033,0.014
Glaciers,region_16,2030,0.005,0.004
Glaciers,region_17,2030,0.075,0.064
Glaciers,region_18,2030,0.002,0.001
Glaciers,region_19,2030,0.140,0.167
Glaciers,ALL,2030,1.559,0.329
GrIS,ALL,2031,0.506,0.245
AIS,WAIS,2031,0.080,0.211
AIS,EAIS,2031,-0.013,0.089
AIS,PEN,2031,0.038,0.037
AIS,ALL,2031,0.105,0.277
Glaciers,region_1,2031,0.279,0.155
Glaciers,region_2,2031,0.052,0.027
Glaciers,region_3,2031,0.190,0.110
Glaciers,region_4,2031,0.099,0.067
Glaciers,region_5,2031,0.194,0.142
Glaciers,region_6,2031,0.048,0.029
Glaciers,region_7,2031,0.156,0.102
Glaciers,region_8,2031,0.008,0.004
Glaciers,region_9,2031,0.172,0.098
Glaciers,region_10,2031,0.006,0.003
Glaciers,region_11,2031,0.008,0.004
Glaciers,region_12,2031,0.004,0.002
Glaciers,region_13,2031,0.108,0.045
Glaciers,region_14,2031,0.075,0.034
Glaciers,region_15,2031,0.035,0.015
Glaciers,region_16,2031,0.005,0.004
Glaciers,region_17,2031,0.080,0.067
Glaciers,region_18,2031,0.002,0.001
Glaciers,region_19,2031,0.150,0.176
Glaciers,ALL,2031,1.670,0.348
GrIS,ALL,2032,0.543,0.256
AIS,WAIS,2032,0.126,0.219
AIS,EAIS,2032,-0.003,0.080
AIS,PEN,2032,0.035,0.037
AIS,ALL,2032,0.158,0.230
Glaciers,region_1,2032,0.300,0.164
Glaciers,region_2,2032,0.054,0.028
Glaciers,region_3,2032,0.204,0.119
Glaciers,region_4,2032,0.106,0.073
Glaciers,region_5,2032,0.208,0.153
Glaciers,region_6,2032,0.051,0.032
Glaciers,region_7,2032,0.166,0.106
Glaciers,region_8,2032,0.008,0.004
Glaciers,region_9,2032,0.182,0.103
Glaciers,region_10,2032,0.006,0.003
Glaciers,region_11,2032,0.008,0.004
Glaciers,region_12,2032,0.004,0.002
Glaciers,region_13,2032,0.115,0.047
Glaciers,region_14,2032,0.080,0.036
Glaciers,region_15,2032,0.037,0.016
Glaciers,region_16,2032,0.006,0.004
Glaciers,region_17,2032,0.084,0.071
Glaciers,region_18,2032,0.002,0.002
Glaciers,region_19,2032,0.157,0.188
Glaciers,ALL,2032,1.780,0.371
GrIS,ALL,2033,0.602,0.281
AIS,WAIS,2033,0.195,0.228
AIS,EAIS,2033,0.020,0.086
AIS,PEN,2033,0.028,0.036
AIS,ALL,2033,0.243,0.247
Glaciers,region_1,2033,0.321,0.172
Glaciers,region_2,2033,0.057,0.029
Glaciers,region_3,2033,0.218,0.128
Glaciers,region_4,2033,0.113,0.078
Glaciers,region_5,2033,0.220,0.162
Glaciers,region_6,2033,0.054,0.034
Glaciers,region_7,2033,0.176,0.112
Glaciers,region_8,2033,0.009,0.004
Glaciers,region_9,2033,0.196,0.109
Glaciers,region_10,2033,0.007,0.003
Glaciers,region_11,2033,0.008,0.004
Glaciers,region_12,2033,0.004,0.002
Glaciers,region_13,2033,0.123,0.050
Glaciers,region_14,2033,0.086,0.038
Glaciers,region_15,2033,0.039,0.016
Glaciers,region_16,2033,0.006,0.004
Glaciers,region_17,2033,0.089,0.074
Glaciers,region_18,2033,0.002,0.002
Glaciers,region_19,2033,0.167,0.200
Glaciers,ALL,2033,1.896,0.393
GrIS,ALL,2034,0.672,0.279
AIS,WAIS,2034,0.223,0.258
AIS,EAIS,2034,0.004,0.101
AIS,PEN,2034,0.022,0.036
AIS,ALL,2034,0.249,0.234
Glaciers,region_1,2034,0.341,0.182
Glaciers,region_2,2034,0.060,0.030
Glaciers,region_3,2034,0.232,0.138
Glaciers,region_4,2034,0.120,0.083
Glaciers,region_5,2034,0.234,0.171
Glaciers,region_6,2034,0.058,0.036
Glaciers,region_7,2034,0.187,0.119
Glaciers,region_8,2034,0.009,0.005
Glaciers,region_9,2034,0.208,0.115
Glaciers,region_10,2034,0.007,0.004
Glaciers,region_11,2034,0.009,0.004
Glaciers,region_12,2034,0.004,0.002
Glaciers,region_13,2034,0.130,0.052
Glaciers,region_14,2034,0.090,0.039
Glaciers,region_15,2034,0.041,0.017
Glaciers,region_16,2034,0.006,0.004
Glaciers,region_17,2034,0.094,0.078
Glaciers,region_18,2034,0.002,0.002
Glaciers,region_19,2034,0.175,0.210
Glaciers,ALL,2034,2.009,0.415
GrIS,ALL,2035,0.712,0.295
AIS,WAIS,2035,0.209,0.235
AIS,EAIS,2035,0.034,0.096
AIS,PEN,2035,0.021,0.036
AIS,ALL,2035,0.264,0.275
Glaciers,region_1,2035,0.358,0.192
Glaciers,region_2,2035,0.062,0.032
Glaciers,region_3,2035,0.249,0.147
Glaciers,region_4,2035,0.126,0.088
Glaciers,region_5,2035,0.247,0.179
Glaciers,region_6,2035,0.061,0.038
Glaciers,region_7,2035,0.197,0.124
Glaciers,region_8,2035,0.010,0.005
Glaciers,region_9,2035,0.219,0.121
Glaciers,region_10,2035,0.007,0.004
Glaciers,region_11,2035,0.009,0.004
Glaciers,region_12,2035,0.004,0.002
Glaciers,region_13,2035,0.137,0.055
Glaciers,region_14,2035,0.095,0.041
Glaciers,region_15,2035,0.043,0.018
Glaciers,region_16,2035,0.007,0.004
Glaciers,region_17,2035,0.099,0.081
Glaciers,region_18,2035,0.003,0.002
Glaciers,region_19,2035,0.186,0.220
Glaciers,ALL,2035,2.120,0.437
GrIS,ALL,2036,0.757,0.318
AIS,WAIS,2036,0.217,0.233
AIS,EAIS,2036,0.048,0.102
AIS,PEN,2036,0.018,0.036
AIS,ALL,2036,0.283,0.254
Glaciers,region_1,2036,0.376,0.201
Glaciers,region_2,2036,0.066,0.033
Glaciers,region_3,2036,0.266,0.154
Glaciers,region_4,2036,0.134,0.093
Glaciers,region_5,2036,0.260,0.187
Glaciers,region_6,2036,0.064,0.041
Glaciers,region_7,2036,0.208,0.130
Glaciers,region_8,2036,0.010,0.005
Glaciers,region_9,2036,0.233,0.128
Glaciers,region_10,2036,0.008,0.004
Glaciers,region_11,2036,0.010,0.004
Glaciers,region_12,2036,0.005,0.002
Glaciers,region_13,2036,0.144,0.057
Glaciers,region_14,2036,0.101,0.044
Glaciers,region_15,2036,0.046,0.019
Glaciers,region_16,2036,0.007,0.004
Glaciers,region_17,2036,0.104,0.084
Glaciers,region_18,2036,0.003,0.002
Glaciers,region_19,2036,0.197,0.229
Glaciers,ALL,2036,2.239,0.457
GrIS,ALL,2037,0.794,0.334
AIS,WAIS,2037,0.191,0.217
AIS,EAIS,2037,0.087,0.105
AIS,PEN,2037,0.016,0.037
AIS,ALL,2037,0.294,0.291
Glaciers,region_1,2037,0.396,0.210
Glaciers,region_2,2037,0.069,0.033
Glaciers,region_3,2037,0.281,0.162
Glaciers,region_4,2037,0.141,0.097
Glaciers,region_5,2037,0.273,0.195
Glaciers,region_6,2037,0.067,0.043
Glaciers,region_7,2037,0.218,0.136
Glaciers,region_8,2037,0.011,0.005
Glaciers,region_9,2037,0.246,0.133
Glaciers,region_10,2037,0.008,0.004
Glaciers,region_11,2037,0.010,0.004
Glaciers,region_12,2037,0.005,0.002
Glaciers,region_13,2037,0.151,0.060
Glaciers,region_14,2037,0.106,0.046
Glaciers,region_15,2037,0.048,0.020
Glaciers,region_16,2037,0.007,0.004
Glaciers,region_17,2037,0.109,0.087
Glaciers,region_18,2037,0.003,0.002
Glaciers,region_19,2037,0.207,0.237
Glaciers,ALL,2037,2.354,0.476
GrIS,ALL,2038,0.853,0.353
AIS,WAIS,2038,0.213,0.239
AIS,EAIS,2038,0.018,0.102
AIS,PEN,2038,0.020,0.038
AIS,ALL,2038,0.251,0.298
Glaciers,region_1,2038,0.419,0.220
Glaciers,region_2,2038,0.071,0.034
Glaciers,region_3,2038,0.294,0.169
Glaciers,region_4,2038,0.147,0.102
Glaciers,region_5,2038,0.285,0.203
Glaciers,region_6,2038,0.070,0.045
Glaciers,region_7,2038,0.229,0.140
Glaciers,region_8,2038,0.011,0.006
Glaciers,region_9,2038,0.259,0.137
Glaciers,region_10,2038,0.008,0.004
Glaciers,region_11,2038,0.010,0.005
Glaciers,region_12,2038,0.005,0.002
Glaciers,region_13,2038,0.158,0.062
Glaciers,region_14,2038,0.111,0.047
Glaciers,region_15,2038,0.050,0.020
Glaciers,region_16,2038,0.007,0.005
Glaciers,region_17,2038,0.114,0.090
Glaciers,region_18,2038,0.003,0.002
Glaciers,region_19,2038,0.218,0.247
Glaciers,ALL,2038,2.469,0.496
GrIS,ALL,2039,0.868,0.370
AIS,WAIS,2039,0.241,0.266
AIS,EAIS,2039,0.007,0.112
AIS,PEN,2039,0.016,0.039
AIS,ALL,2039,0.264,0.335
Glaciers,region_1,2039,0.438,0.230
Glaciers,region_2,2039,0.073,0.035
Glaciers,region_3,2039,0.308,0.180
Glaciers,region_4,2039,0.154,0.108
Glaciers,region_5,2039,0.297,0.212
Glaciers,region_6,2039,0.074,0.048
Glaciers,region_7,2039,0.238,0.145
Glaciers,region_8,2039,0.012,0.006
Glaciers,region_9,2039,0.270,0.142
Glaciers,region_10,2039,0.009,0.004
Glaciers,region_11,2039,0.011,0.005
Glaciers,region_12,2039,0.005,0.002
Glaciers,region_13,2039,0.164,0.064
Glaciers,region_14,2039,0.115,0.048
Glaciers,region_15,2039,0.051,0.021
Glaciers,region_16,2039,0.008,0.005
Glaciers,region_17,2039,0.118,0.093
Glaciers,region_18,2039,0.003,0.002
Glaciers,region_19,2039,0.225,0.255
Glaciers,ALL,2039,2.572,0.517
GrIS,ALL,2040,0.923,0.394
AIS,WAIS,2040,0.268,0.324
AIS,EAIS,2040,-0.019,0.124
AIS,PEN,2040,0.016,0.040
AIS,ALL,2040,0.265,0.396
Glaciers,region_1,2040,0.458,0.240
Glaciers,region_2,2040,0.076,0.036
Glaciers,region_3,2040,0.324,0.188
Glaciers,region_4,2040,0.162,0.113
Glaciers,region_5,2040,0.310,0.221
Glaciers,region_6,2040,0.077,0.050
Glaciers,region_7,2040,0.249,0.150
Glaciers,region_8,2040,0.012,0.006
Glaciers,region_9,2040,0.282,0.148
Glaciers,region_10,2040,0.009,0.005
Glaciers,region_11,2040,0.011,0.005
Glaciers,region_12,2040,0.005,0.002
Glaciers,region_13,2040,0.171,0.067
Glaciers,region_14,2040,0.120,0.050
Glaciers,region_15,2040,0.053,0.022
Glaciers,region_16,2040,0.008,0.005
Glaciers,region_17,2040,0.123,0.096
Glaciers,region_18,2040,0.003,0.002
Glaciers,region_19,2040,0.235,0.265
Glaciers,ALL,2040,2.687,0.538
GrIS,ALL,2041,0.996,0.416
AIS,WAIS,2041,0.282,0.344
AIS,EAIS,2041,-0.030,0.119
AIS,PEN,2041,0.019,0.041
AIS,ALL,2041,0.270,0.413
Glaciers,region_1,2041,0.476,0.249
Glaciers,region_2,2041,0.078,0.037
Glaciers,region_3,2041,0.339,0.196
Glaciers,region_4,2041,0.170,0.119
Glaciers,region_5,2041,0.321,0.228
Glaciers,region_6,2041,0.080,0.053
Glaciers,region_7,2041,0.259,0.157
Glaciers,region_8,2041,0.013,0.006
Glaciers,region_9,2041,0.294,0.154
Glaciers,region_10,2041,0.009,0.005
Glaciers,region_11,2041,0.011,0.005
Glaciers,region_12,2041,0.005,0.002
Glaciers,region_13,2041,0.177,0.069
Glaciers,region_14,2041,0.123,0.051
Glaciers,region_15,2041,0.055,0.023
Glaciers,region_16,2041,0.008,0.005
Glaciers,region_17,2041,0.128,0.099
Glaciers,region_18,2041,0.003,0.002
Glaciers,region_19,2041,0.243,0.276
Glaciers,ALL,2041,2.795,0.559
GrIS,ALL,2042,1.019,0.442
AIS,WAIS,2042,0.296,0.399
AIS,EAIS,2042,-0.079,0.131
AIS,PEN,2042,0.023,0.042
AIS,ALL,2042,0.240,0.468
Glaciers,region_1,2042,0.493,0.258
Glaciers,region_2,2042,0.081,0.038
Glaciers,region_3,2042,0.351,0.203
Glaciers,region_4,2042,0.177,0.124
Glaciers,region_5,2042,0.331,0.235
Glaciers,region_6,2042,0.084,0.055
Glaciers,region_7,2042,0.269,0.164
Glaciers,region_8,2042,0.013,0.006
Glaciers,region_9,2042,0.307,0.162
Glaciers,region_10,2042,0.010,0.005
Glaciers,region_11,2042,0.012,0.005
Glaciers,region_12,2042,0.006,0.002
Glaciers,region_13,2042,0.182,0.071
Glaciers,region_14,2042,0.127,0.053
Glaciers,region_15,2042,0.056,0.024
Glaciers,region_16,2042,0.008,0.005
Glaciers,region_17,2042,0.133,0.102
