ice_source,region,year,mean,sd
Glaciers,region_4,2049,0.311,0.209
Glaciers,region_5,2049,0.469,0.318
Glaciers,region_6,2049,0.140,0.091
Glaciers,region_7,2049,0.467,0.250
Glaciers,region_8,2049,0.021,0.008
Glaciers,region_9,2049,0.525,0.258
Glaciers,region_10,2049,0.016,0.009
Glaciers,region_11,2049,0.015,0.006
Glaciers,region_12,2049,0.007,0.002
Glaciers,region_13,2049,0.285,0.105
Glaciers,region_14,2049,0.181,0.069
Glaciers,region_15,2049,0.084,0.034
Glaciers,region_16,2049,0.013,0.006
Glaciers,region_17,2049,0.198,0.123
Glaciers,region_18,2049,0.005,0.002
Glaciers,region_19,2049,0.733,0.331
Glaciers,ALL,2049,4.876,0.823
Glaciers,region_1,2050,0.721,0.372
Glaciers,region_2,2050,0.116,0.042
Glaciers,region_3,2050,0.618,0.360
Glaciers,region_4,2050,0.321,0.214
Glaciers,region_5,2050,0.485,0.328
Glaciers,region_6,2050,0.145,0.095
Glaciers,region_7,2050,0.483,0.257
Glaciers,region_8,2050,0.021,0.008
Glaciers,region_9,2050,0.543,0.265
Glaciers,region_10,2050,0.016,0.009
Glaciers,region_11,2050,0.016,0.006
Glaciers,region_12,2050,0.007,0.002
Glaciers,region_13,2050,0.293,0.108
Glaciers,region_14,2050,0.187,0.072
Glaciers,region_15,2050,0.086,0.035
Glaciers,region_16,2050,0.013,0.006
Glaciers,region_17,2050,0.204,0.125
Glaciers,region_18,2050,0.005,0.002
Glaciers,region_19,2050,0.752,0.340
Glaciers,ALL,2050,5.032,0.848
Glaciers,region_1,2051,0.747,0.383
Glaciers,region_2,2051,0.119,0.043
Glaciers,region_3,2051,0.642,0.371
Glaciers,region_4,2051,0.331,0.219
Glaciers,region_5,2051,0.502,0.335
Glaciers,region_6,2051,0.150,0.098
Glaciers,region_7,2051,0.498,0.264
Glaciers,region_8,2051,0.022,0.008
Glaciers,region_9,2051,0.561,0.270
Glaciers,region_10,2051,0.017,0.010
Glaciers,region_11,2051,0.016,0.006
Glaciers,region_12,2051,0.008,0.002
Glaciers,region_13,2051,0.302,0.110
Glaciers,region_14,2051,0.194,0.073
Glaciers,region_15,2051,0.089,0.035
Glaciers,region_16,2051,0.013,0.006
Glaciers,region_17,2051,0.210,0.128
Glaciers,region_18,2051,0.005,0.002
Glaciers,region_19,2051,0.773,0.346
Glaciers,ALL,2051,5.196,0.868
Glaciers,region_1,2052,0.774,0.394
Glaciers,region_2,2052,0.122,0.043
Glaciers,region_3,2052,0.664,0.382
Glaciers,region_4,2052,0.340,0.224
Glaciers,region_5,2052,0.518,0.343
Glaciers,region_6,2052,0.155,0.101
Glaciers,region_7,2052,0.513,0.270
Glaciers,region_8,2052,0.022,0.008
Glaciers,region_9,2052,0.579,0.276
Glaciers,region_10,2052,0.017,0.010
Glaciers,region_11,2052,0.016,0.006
Glaciers,region_12,2052,0.008,0.002
Glaciers,region_13,2052,0.311,0.113
Glaciers,region_14,2052,0.200,0.075
Glaciers,region_15,2052,0.091,0.036
Glaciers,region_16,2052,0.013,0.006
Glaciers,region_17,2052,0.215,0.131
Glaciers,region_18,2052,0.005,0.002
Glaciers,region_19,2052,0.789,0.351
Glaciers,ALL,2052,5.352,0.889
Glaciers,region_1,2053,0.802,0.406
Glaciers,region_2,2053,0.125,0.044
Glaciers,region_3,2053,0.687,0.393
Glaciers,region_4,2053,0.350,0.229
Glaciers,region_5,2053,0.534,0.351
Glaciers,region_6,2053,0.160,0.104
Glaciers,region_7,2053,0.530,0.277
Glaciers,region_8,2053,0.023,0.009
Glaciers,region_9,2053,0.598,0.284
Glaciers,region_10,2053,0.018,0.010
Glaciers,region_11,2053,0.017,0.006
Glaciers,region_12,2053,0.008,0.002
Glaciers,region_13,2053,0.319,0.116
Glaciers,region_14,2053,0.206,0.077
Glaciers,region_15,2053,0.093,0.036
Glaciers,region_16,2053,0.013,0.006
Glaciers,region_17,2053,0.222,0.133
Glaciers,region_18,2053,0.005,0.002
Glaciers,region_19,2053,0.810,0.357
Glaciers,ALL,2053,5.519,0.911
Glaciers,region_1,2054,0.829,0.418
Glaciers,region_2,2054,0.128,0.044
Glaciers,region_3,2054,0.711,0.406
Glaciers,region_4,2054,0.359,0.235
Glaciers,region_5,2054,0.549,0.360
Glaciers,region_6,2054,0.164,0.108
Glaciers,region_7,2054,0.546,0.286
Glaciers,region_8,2054,0.023,0.009
Glaciers,region_9,2054,0.618,0.294
Glaciers,region_10,2054,0.018,0.010
Glaciers,region_11,2054,0.017,0.006
Glaciers,region_12,2054,0.008,0.002
Glaciers,region_13,2054,0.326,0.118
Glaciers,region_14,2054,0.210,0.079
Glaciers,region_15,2054,0.095,0.037
Glaciers,region_16,2054,0.014,0.006
Glaciers,region_17,2054,0.227,0.135
Glaciers,region_18,2054,0.005,0.002
Glaciers,region_19,2054,0.829,0.364
Glaciers,ALL,2054,5.677,0.938
Glaciers,region_1,2055,0.852,0.427
Glaciers,region_2,2055,0.130,0.045
Glaciers,region_3,2055,0.735,0.419
Glaciers,region_4,2055,0.370,0.241
Glaciers,region_5,2055,0.563,0.369
Glaciers,region_6,2055,0.169,0.111
Glaciers,region_7,2055,0.561,0.295
Glaciers,region_8,2055,0.024,0.009
Glaciers,region_9,2055,0.638,0.304
Glaciers,region_10,2055,0.019,0.010
Glaciers,region_11,2055,0.017,0.006
Glaciers,region_12,2055,0.008,0.002
Glaciers,region_13,2055,0.334,0.122
Glaciers,region_14,2055,0.216,0.081
Glaciers,region_15,2055,0.097,0.038
Glaciers,region_16,2055,0.014,0.006
Glaciers,region_17,2055,0.233,0.138
Glaciers,region_18,2055,0.005,0.002
Glaciers,region_19,2055,0.848,0.372
Glaciers,ALL,2055,5.834,0.962
Glaciers,region_1,2056,0.874,0.437
Glaciers,region_2,2056,0.133,0.045
Glaciers,region_3,2056,0.761,0.432
Glaciers,region_4,2056,0.380,0.246
Glaciers,region_5,2056,0.580,0.376
Glaciers,region_6,2056,0.173,0.114
Glaciers,region_7,2056,0.578,0.304
Glaciers,region_8,2056,0.024,0.009
Glaciers,region_9,2056,0.659,0.314
Glaciers,region_10,2056,0.019,0.010
Glaciers,region_11,2056,0.018,0.006
Glaciers,region_12,2056,0.008,0.002
Glaciers,region_13,2056,0.342,0.125
Glaciers,region_14,2056,0.222,0.083
Glaciers,region_15,2056,0.099,0.039
Glaciers,region_16,2056,0.014,0.006
Glaciers,region_17,2056,0.239,0.139
Glaciers,region_18,2056,0.005,0.002
Glaciers,region_19,2056,0.872,0.379
Glaciers,ALL,2056,6.000,0.986
Glaciers,region_1,2057,0.898,0.448
Glaciers,region_2,2057,0.135,0.046
Glaciers,region_3,2057,0.785,0.445
Glaciers,region_4,2057,0.391,0.252
Glaciers,region_5,2057,0.598,0.382
Glaciers,region_6,2057,0.177,0.117
Glaciers,region_7,2057,0.594,0.312
Glaciers,region_8,2057,0.025,0.009
Glaciers,region_9,2057,0.679,0.322
Glaciers,region_10,2057,0.019,0.010
Glaciers,region_11,2057,0.018,0.006
Glaciers,region_12,2057,0.009,0.002
Glaciers,region_13,2057,0.351,0.127
Glaciers,region_14,2057,0.228,0.085
Glaciers,region_15,2057,0.101,0.040
Glaciers,region_16,2057,0.014,0.006
Glaciers,region_17,2057,0.245,0.142
Glaciers,region_18,2057,0.005,0.002
Glaciers,region_19,2057,0.896,0.390
Glaciers,ALL,2057,6.168,1.011
Glaciers,region_1,2058,0.922,0.456
Glaciers,region_2,2058,0.137,0.046
Glaciers,region_3,2058,0.810,0.458
Glaciers,region_4,2058,0.402,0.258
Glaciers,region_5,2058,0.615,0.391
Glaciers,region_6,2058,0.182,0.120
Glaciers,region_7,2058,0.612,0.321
Glaciers,region_8,2058,0.025,0.010
Glaciers,region_9,2058,0.700,0.331
Glaciers,region_10,2058,0.020,0.011
Glaciers,region_11,2058,0.018,0.006
Glaciers,region_12,2058,0.009,0.002
Glaciers,region_13,2058,0.358,0.129
Glaciers,region_14,2058,0.233,0.086
Glaciers,region_15,2058,0.103,0.040
Glaciers,region_16,2058,0.014,0.007
Glaciers,region_17,2058,0.251,0.144
Glaciers,region_18,2058,0.006,0.002
Glaciers,region_19,2058,0.917,0.399
Glaciers,ALL,2058,6.333,1.036
Glaciers,region_1,2059,0.945,0.465
Glaciers,region_2,2059,0.140,0.046
Glaciers,region_3,2059,0.835,0.472
Glaciers,region_4,2059,0.414,0.263
Glaciers,region_5,2059,0.632,0.399
Glaciers,region_6,2059,0.186,0.122
Glaciers,region_7,2059,0.628,0.330
Glaciers,region_8,2059,0.026,0.010
Glaciers,region_9,2059,0.719,0.338
Glaciers,region_10,2059,0.020,0.011
Glaciers,region_11,2059,0.018,0.006
Glaciers,region_12,2059,0.009,0.002
Glaciers,region_13,2059,0.366,0.131
Glaciers,region_14,2059,0.239,0.087
Glaciers,region_15,2059,0.104,0.041
Glaciers,region_16,2059,0.014,0.007
Glaciers,region_17,2059,0.257,0.147
Glaciers,region_18,2059,0.006,0.002
Glaciers,region_19,2059,0.938,0.406
Glaciers,ALL,2059,6.496,1.059
Glaciers,region_1,2060,0.969,0.473
Glaciers,region_2,2060,0.142,0.047
Glaciers,region_3,2060,0.860,0.485
Glaciers,region_4,2060,0.425,0.269
Glaciers,region_5,2060,0.648,0.407
Glaciers,region_6,2060,0.191,0.125
Glaciers,region_7,2060,0.645,0.336
Glaciers,region_8,2060,0.027,0.010
Glaciers,region_9,2060,0.740,0.346
Glaciers,region_10,2060,0.020,0.011
Glaciers,region_11,2060,0.019,0.006
Glaciers,region_12,2060,0.009,0.002
Glaciers,region_13,2060,0.374,0.133
Glaciers,region_14,2060,0.245,0.088
Glaciers,region_15,2060,0.106,0.041
Glaciers,region_16,2060,0.014,0.007
Glaciers,region_17,2060,0.262,0.149
Glaciers,region_18,2060,0.006,0.002
Glaciers,region_19,2060,0.955,0.414
Glaciers,ALL,2060,6.658,1.081
Glaciers,region_1,2061,0.995,0.483
Glaciers,region_2,2061,0.144,0.047
Glaciers,region_3,2061,0.887,0.499
Glaciers,region_4,2061,0.436,0.274
Glaciers,region_5,2061,0.664,0.414
Glaciers,region_6,2061,0.196,0.127
Glaciers,region_7,2061,0.661,0.343
Glaciers,region_8,2061,0.027,0.010
Glaciers,region_9,2061,0.761,0.357
Glaciers,region_10,2061,0.021,0.011
Glaciers,region_11,2061,0.019,0.006
Glaciers,region_12,2061,0.009,0.002
Glaciers,region_13,2061,0.381,0.134
Glaciers,region_14,2061,0.250,0.089
Glaciers,region_15,2061,0.108,0.042
Glaciers,region_16,2061,0.015,0.007
Glaciers,region_17,2061,0.268,0.151
Glaciers,region_18,2061,0.006,0.002
Glaciers,region_19,2061,0.981,0.423
Glaciers,ALL,2061,6.827,1.105
Glaciers,region_1,2062,1.020,0.494
Glaciers,region_2,2062,0.147,0.047
Glaciers,region_3,2062,0.910,0.509
Glaciers,region_4,2062,0.446,0.278
Glaciers,region_5,2062,0.679,0.422
Glaciers,region_6,2062,0.200,0.130
Glaciers,region_7,2062,0.678,0.350
Glaciers,region_8,2062,0.028,0.010
Glaciers,region_9,2062,0.782,0.367
Glaciers,region_10,2062,0.021,0.011
Glaciers,region_11,2062,0.019,0.006
Glaciers,region_12,2062,0.009,0.002
Glaciers,region_13,2062,0.388,0.136
Glaciers,region_14,2062,0.256,0.092
Glaciers,region_15,2062,0.110,0.042
Glaciers,region_16,2062,0.015,0.007
Glaciers,region_17,2062,0.273,0.154
Glaciers,region_18,2062,0.006,0.002
Glaciers,region_19,2062,1.005,0.433
Glaciers,ALL,2062,6.991,1.129
Glaciers,region_1,2063,1.046,0.505
Glaciers,region_2,2063,0.149,0.047
Glaciers,region_3,2063,0.932,0.518
Glaciers,region_4,2063,0.455,0.282
Glaciers,region_5,2063,0.693,0.430
Glaciers,region_6,2063,0.204,0.133
Glaciers,region_7,2063,0.693,0.359
Glaciers,region_8,2063,0.028,0.010
Glaciers,region_9,2063,0.803,0.377
Glaciers,region_10,2063,0.021,0.011
Glaciers,region_11,2063,0.019,0.006
Glaciers,region_12,2063,0.009,0.002
Glaciers,region_13,2063,0.395,0.139
Glaciers,region_14,2063,0.261,0.094
Glaciers,region_15,2063,0.112,0.043
Glaciers,region_16,2063,0.015,0.007
Glaciers,region_17,2063,0.278,0.155
Glaciers,region_18,2063,0.006,0.002
Glaciers,region_19,2063,1.028,0.440
Glaciers,ALL,2063,7.148,1.152
Glaciers,region_1,2064,1.071,0.517
Glaciers,region_2,2064,0.151,0.048
Glaciers,region_3,2064,0.955,0.528
Glaciers,region_4,2064,0.466,0.287
Glaciers,region_5,2064,0.707,0.437
Glaciers,region_6,2064,0.208,0.136
Glaciers,region_7,2064,0.708,0.366
Glaciers,region_8,2064,0.028,0.010
Glaciers,region_9,2064,0.824,0.386
Glaciers,region_10,2064,0.022,0.011
Glaciers,region_11,2064,0.020,0.006
Glaciers,region_12,2064,0.009,0.002
Glaciers,region_13,2064,0.401,0.142
Glaciers,region_14,2064,0.266,0.096
Glaciers,region_15,2064,0.113,0.044
Glaciers,region_16,2064,0.015,0.007
Glaciers,region_17,2064,0.284,0.157
Glaciers,region_18,2064,0.006,0.002
Glaciers,region_19,2064,1.056,0.451
Glaciers,ALL,2064,7.311,1.175
Glaciers,region_1,2065,1.095,0.526
Glaciers,region_2,2065,0.153,0.048
Glaciers,region_3,2065,0.978,0.538
Glaciers,region_4,2065,0.476,0.291
Glaciers,region_5,2065,0.721,0.446
Glaciers,region_6,2065,0.213,0.139
Glaciers,region_7,2065,0.723,0.372
Glaciers,region_8,2065,0.029,0.010
Glaciers,region_9,2065,0.844,0.392
Glaciers,region_10,2065,0.022,0.011
Glaciers,region_11,2065,0.020,0.006
Glaciers,region_12,2065,0.009,0.002
Glaciers,region_13,2065,0.408,0.144
Glaciers,region_14,2065,0.272,0.098
Glaciers,region_15,2065,0.115,0.045
Glaciers,region_16,2065,0.015,0.007
Glaciers,region_17,2065,0.290,0.159
Glaciers,region_18,2065,0.006,0.002
Glaciers,region_19,2065,1.076,0.461
Glaciers,ALL,2065,7.467,1.197
Glaciers,region_1,2066,1.119,0.535
Glaciers,region_2,2066,0.155,0.048
Glaciers,region_3,2066,0.998,0.547
Glaciers,region_4,2066,0.487,0.295
Glaciers,region_5,2066,0.735,0.454
Glaciers,region_6,2066,0.217,0.142
Glaciers,region_7,2066,0.738,0.377
Glaciers,region_8,2066,0.029,0.011
Glaciers,region_9,2066,0.863,0.398
Glaciers,region_10,2066,0.022,0.011
Glaciers,region_11,2066,0.020,0.006
Glaciers,region_12,2066,0.010,0.002
Glaciers,region_13,2066,0.416,0.146
Glaciers,region_14,2066,0.278,0.101
Glaciers,region_15,2066,0.117,0.045
Glaciers,region_16,2066,0.015,0.007
Glaciers,region_17,2066,0.296,0.162
Glaciers,region_18,2066,0.006,0.002
Glaciers,region_19,2066,1.097,0.468
Glaciers,ALL,2066,7.619,1.216
Glaciers,region_1,2067,1.141,0.546
Glaciers,region_2,2067,0.157,0.048
Glaciers,region_3,2067,1.018,0.556
Glaciers,region_4,2067,0.498,0.299
Glaciers,region_5,2067,0.748,0.461
Glaciers,region_6,2067,0.222,0.145
Glaciers,region_7,2067,0.752,0.383
Glaciers,region_8,2067,0.030,0.011
Glaciers,region_9,2067,0.884,0.404
Glaciers,region_10,2067,0.023,0.011
Glaciers,region_11,2067,0.020,0.006
Glaciers,region_12,2067,0.010,0.002
Glaciers,region_13,2067,0.423,0.148
Glaciers,region_14,2067,0.283,0.102
Glaciers,region_15,2067,0.118,0.046
Glaciers,region_16,2067,0.015,0.007
Glaciers,region_17,2067,0.301,0.163
Glaciers,region_18,2067,0.006,0.002
Glaciers,region_19,2067,1.117,0.472
Glaciers,ALL,2067,7.765,1.235
Glaciers,region_1,2068,1.159,0.552
Glaciers,region_2,2068,0.159,0.048
Glaciers,region_3,2068,1.038,0.566
Glaciers,region_4,2068,0.508,0.303
Glaciers,region_5,2068,0.761,0.469
Glaciers,region_6,2068,0.226,0.148
Glaciers,region_7,2068,0.767,0.387
Glaciers,region_8,2068,0.030,0.011
Glaciers,region_9,2068,0.905,0.409
Glaciers,region_10,2068,0.023,0.012
Glaciers,region_11,2068,0.020,0.006
Glaciers,region_12,2068,0.010,0.002
Glaciers,region_13,2068,0.430,0.150
Glaciers,region_14,2068,0.288,0.104
Glaciers,region_15,2068,0.120,0.047
Glaciers,region_16,2068,0.015,0.007
Glaciers,region_17,2068,0.307,0.165
Glaciers,region_18,2068,0.007,0.002
Glaciers,region_19,2068,1.137,0.481
Glaciers,ALL,2068,7.910,1.254
Glaciers,region_1,2069,1.180,0.560
Glaciers,region_2,2069,0.160,0.048
Glaciers,region_3,2069,1.061,0.580
Glaciers,region_4,2069,0.519,0.308
Glaciers,region_5,2069,0.776,0.477
Glaciers,region_6,2069,0.230,0.150
Glaciers,region_7,2069,0.783,0.392
Glaciers,region_8,2069,0.031,0.011
Glaciers,region_9,2069,0.926,0.417
Glaciers,region_10,2069,0.023,0.012
Glaciers,region_11,2069,0.021,0.006
Glaciers,region_12,2069,0.010,0.002
Glaciers,region_13,2069,0.436,0.153
Glaciers,region_14,2069,0.293,0.107
Glaciers,region_15,2069,0.121,0.047
Glaciers,region_16,2069,0.016,0.007
Glaciers,region_17,2069,0.312,0.167
Glaciers,region_18,2069,0.007,0.003
Glaciers,region_19,2069,1.154,0.489
Glaciers,ALL,2069,8.059,1.276
Glaciers,region_1,2070,1.204,0.569
Glaciers,region_2,2070,0.162,0.048
Glaciers,region_3,2070,1.084,0.591
Glaciers,region_4,2070,0.530,0.313
Glaciers,region_5,2070,0.791,0.483
Glaciers,region_6,2070,0.234,0.152
Glaciers,region_7,2070,0.798,0.399
Glaciers,region_8,2070,0.031,0.011
Glaciers,region_9,2070,0.947,0.425
Glaciers,region_10,2070,0.024,0.012
Glaciers,region_11,2070,0.021,0.006
Glaciers,region_12,2070,0.010,0.002
Glaciers,region_13,2070,0.442,0.154
Glaciers,region_14,2070,0.298,0.108
Glaciers,region_15,2070,0.122,0.047
Glaciers,region_16,2070,0.016,0.007
Glaciers,region_17,2070,0.318,0.169
Glaciers,region_18,2070,0.007,0.003
Glaciers,region_19,2070,1.173,0.497
Glaciers,ALL,2070,8.212,1.297
Glaciers,region_1,2071,1.226,0.580
Glaciers,region_2,2071,0.164,0.049
Glaciers,region_3,2071,1.106,0.603
Glaciers,region_4,2071,0.539,0.318
Glaciers,region_5,2071,0.806,0.489
Glaciers,region_6,2071,0.238,0.155
Glaciers,region_7,2071,0.812,0.405
Glaciers,region_8,2071,0.032,0.011
Glaciers,region_9,2071,0.969,0.435
Glaciers,region_10,2071,0.024,0.012
Glaciers,region_11,2071,0.021,0.006
Glaciers,region_12,2071,0.010,0.002
Glaciers,region_13,2071,0.448,0.156
Glaciers,region_14,2071,0.302,0.109
Glaciers,region_15,2071,0.124,0.048
Glaciers,region_16,2071,0.016,0.007
Glaciers,region_17,2071,0.324,0.171
Glaciers,region_18,2071,0.007,0.003
Glaciers,region_19,2071,1.192,0.508
Glaciers,ALL,2071,8.359,1.321
Glaciers,region_1,2072,1.246,0.588
Glaciers,region_2,2072,0.166,0.049
Glaciers,region_3,2072,1.128,0.615
Glaciers,region_4,2072,0.549,0.322
Glaciers,region_5,2072,0.821,0.496
Glaciers,region_6,2072,0.243,0.158
Glaciers,region_7,2072,0.827,0.411
Glaciers,region_8,2072,0.032,0.012
Glaciers,region_9,2072,0.991,0.444
Glaciers,region_10,2072,0.024,0.012
Glaciers,region_11,2072,0.021,0.006
Glaciers,region_12,2072,0.010,0.002
Glaciers,region_13,2072,0.454,0.158
Glaciers,region_14,2072,0.307,0.111
Glaciers,region_15,2072,0.125,0.048
Glaciers,region_16,2072,0.016,0.007
Glaciers,region_17,2072,0.330,0.172
Glaciers,region_18,2072,0.007,0.003
Glaciers,region_19,2072,1.212,0.520
Glaciers,ALL,2072,8.508,1.345
Glaciers,region_1,2073,1.266,0.596
Glaciers,region_2,2073,0.167,0.049
Glaciers,region_3,2073,1.151,0.627
Glaciers,region_4,2073,0.559,0.327
Glaciers,region_5,2073,0.834,0.504
Glaciers,region_6,2073,0.247,0.161
Glaciers,region_7,2073,0.842,0.418
Glaciers,region_8,2073,0.033,0.012
Glaciers,region_9,2073,1.013,0.456
Glaciers,region_10,2073,0.024,0.012
Glaciers,region_11,2073,0.021,0.006
Glaciers,region_12,2073,0.010,0.002
Glaciers,region_13,2073,0.460,0.160
Glaciers,region_14,2073,0.311,0.113
Glaciers,region_15,2073,0.127,0.049
Glaciers,region_16,2073,0.016,0.007
Glaciers,region_17,2073,0.335,0.174
Glaciers,region_18,2073,0.007,0.003
Glaciers,region_19,2073,1.227,0.528
Glaciers,ALL,2073,8.651,1.368
Glaciers,region_1,2074,1.286,0.602
Glaciers,region_2,2074,0.169,0.049
Glaciers,region_3,2074,1.175,0.637
Glaciers,region_4,2074,0.569,0.330
Glaciers,region_5,2074,0.848,0.511
Glaciers,region_6,2074,0.250,0.164
Glaciers,region_7,2074,0.857,0.425
Glaciers,region_8,2074,0.033,0.012
Glaciers,region_9,2074,1.037,0.466
Glaciers,region_10,2074,0.025,0.012
Glaciers,region_11,2074,0.022,0.006
Glaciers,region_12,2074,0.010,0.002
Glaciers,region_13,2074,0.466,0.161
Glaciers,region_14,2074,0.316,0.115
Glaciers,region_15,2074,0.128,0.049
Glaciers,region_16,2074,0.016,0.007
Glaciers,region_17,2074,0.340,0.176
Glaciers,region_18,2074,0.007,0.003
Glaciers,region_19,2074,1.246,0.534
Glaciers,ALL,2074,8.801,1.387
Glaciers,region_1,2075,1.308,0.610
Glaciers,region_2,2075,0.171,0.049
Glaciers,region_3,2075,1.200,0.648
Glaciers,region_4,2075,0.579,0.334
Glaciers,region_5,2075,0.861,0.518
Glaciers,region_6,2075,0.254,0.166
Glaciers,region_7,2075,0.873,0.432
Glaciers,region_8,2075,0.033,0.012
Glaciers,region_9,2075,1.061,0.476
Glaciers,region_10,2075,0.025,0.012
Glaciers,region_11,2075,0.022,0.006
Glaciers,region_12,2075,0.010,0.002
Glaciers,region_13,2075,0.472,0.163
Glaciers,region_14,2075,0.320,0.115
Glaciers,region_15,2075,0.129,0.050
Glaciers,region_16,2075,0.016,0.007
Glaciers,region_17,2075,0.345,0.177
Glaciers,region_18,2075,0.007,0.003
Glaciers,region_19,2075,1.264,0.542
Glaciers,ALL,2075,8.950,1.409
Glaciers,region_1,2076,1.331,0.618
Glaciers,region_2,2076,0.172,0.049
Glaciers,region_3,2076,1.223,0.658
Glaciers,region_4,2076,0.590,0.338
Glaciers,region_5,2076,0.875,0.524
Glaciers,region_6,2076,0.257,0.169
Glaciers,region_7,2076,0.888,0.438
Glaciers,region_8,2076,0.034,0.012
Glaciers,region_9,2076,1.085,0.486
Glaciers,region_10,2076,0.025,0.012
Glaciers,region_11,2076,0.022,0.006
Glaciers,region_12,2076,0.011,0.002
Glaciers,region_13,2076,0.479,0.164
Glaciers,region_14,2076,0.325,0.117
Glaciers,region_15,2076,0.130,0.050
Glaciers,region_16,2076,0.016,0.007
Glaciers,region_17,2076,0.350,0.179
Glaciers,region_18,2076,0.007,0.003
Glaciers,region_19,2076,1.284,0.550
Glaciers,ALL,2076,9.104,1.429
Glaciers,region_1,2077,1.351,0.627
Glaciers,region_2,2077,0.174,0.049
Glaciers,region_3,2077,1.246,0.668
Glaciers,region_4,2077,0.600,0.341
Glaciers,region_5,2077,0.889,0.531
Glaciers,region_6,2077,0.261,0.171
Glaciers,region_7,2077,0.903,0.444
Glaciers,region_8,2077,0.034,0.012
Glaciers,region_9,2077,1.109,0.496
Glaciers,region_10,2077,0.025,0.012
Glaciers,region_11,2077,0.022,0.006
Glaciers,region_12,2077,0.011,0.002
Glaciers,region_13,2077,0.484,0.166
Glaciers,region_14,2077,0.329,0.118
Glaciers,region_15,2077,0.132,0.051
Glaciers,region_16,2077,0.016,0.007
Glaciers,region_17,2077,0.356,0.180
Glaciers,region_18,2077,0.007,0.003
Glaciers,region_19,2077,1.308,0.565
Glaciers,ALL,2077,9.258,1.452
Glaciers,region_1,2078,1.375,0.638
Glaciers,region_2,2078,0.175,0.049
Glaciers,region_3,2078,1.270,0.680
Glaciers,region_4,2078,0.610,0.344
Glaciers,region_5,2078,0.903,0.537
Glaciers,region_6,2078,0.265,0.172
Glaciers,region_7,2078,0.918,0.449
Glaciers,region_8,2078,0.035,0.012
Glaciers,region_9,2078,1.132,0.505
Glaciers,region_10,2078,0.026,0.012
Glaciers,region_11,2078,0.022,0.006
Glaciers,region_12,2078,0.011,0.002
Glaciers,region_13,2078,0.490,0.168
Glaciers,region_14,2078,0.334,0.120
Glaciers,region_15,2078,0.133,0.051
Glaciers,region_16,2078,0.016,0.007
Glaciers,region_17,2078,0.361,0.182
Glaciers,region_18,2078,0.007,0.003
Glaciers,region_19,2078,1.326,0.572
Glaciers,ALL,2078,9.407,1.473
Glaciers,region_1,2079,1.395,0.646
Glaciers,region_2,2079,0.176,0.049
Glaciers,region_3,2079,1.292,0.688
Glaciers,region_4,2079,0.619,0.346
Glaciers,region_5,2079,0.917,0.544
Glaciers,region_6,2079,0.268,0.174
Glaciers,region_7,2079,0.932,0.454
Glaciers,region_8,2079,0.035,0.012
Glaciers,region_9,2079,1.155,0.514
Glaciers,region_10,2079,0.026,0.012
Glaciers,region_11,2079,0.022,0.006
Glaciers,region_12,2079,0.011,0.002
Glaciers,region_13,2079,0.495,0.169
Glaciers,region_14,2079,0.338,0.121
Glaciers,region_15,2079,0.134,0.052
Glaciers,region_16,2079,0.016,0.007
Glaciers,region_17,2079,0.365,0.183
Glaciers,region_18,2079,0.007,0.003
Glaciers,region_19,2079,1.345,0.581
Glaciers,ALL,2079,9.551,1.493
Glaciers,region_1,2080,1.417,0.655
Glaciers,region_2,2080,0.178,0.049
Glaciers,region_3,2080,1.313,0.696
Glaciers,region_4,2080,0.627,0.350
Glaciers,region_5,2080,0.930,0.550
Glaciers,region_6,2080,0.273,0.176
Glaciers,region_7,2080,0.947,0.460
Glaciers,region_8,2080,0.035,0.013
Glaciers,region_9,2080,1.178,0.521
Glaciers,region_10,2080,0.026,0.012
Glaciers,region_11,2080,0.022,0.006
Glaciers,region_12,2080,0.011,0.002
Glaciers,region_13,2080,0.500,0.171
Glaciers,region_14,2080,0.343,0.123
Glaciers,region_15,2080,0.136,0.053
Glaciers,region_16,2080,0.016,0.007
Glaciers,region_17,2080,0.370,0.184
Glaciers,region_18,2080,0.007,0.003
Glaciers,region_19,2080,1.364,0.594
Glaciers,ALL,2080,9.695,1.513
Glaciers,region_1,2081,1.442,0.665
Glaciers,region_2,2081,0.179,0.049
Glaciers,region_3,2081,1.337,0.707
Glaciers,region_4,2081,0.637,0.354
Glaciers,region_5,2081,0.944,0.557
Glaciers,region_6,2081,0.276,0.178
Glaciers,region_7,2081,0.962,0.464
Glaciers,region_8,2081,0.036,0.013
Glaciers,region_9,2081,1.201,0.527
Glaciers,region_10,2081,0.026,0.013
Glaciers,region_11,2081,0.023,0.006
Glaciers,region_12,2081,0.011,0.002
Glaciers,region_13,2081,0.506,0.172
Glaciers,region_14,2081,0.347,0.124
Glaciers,region_15,2081,0.137,0.053
Glaciers,region_16,2081,0.016,0.007
Glaciers,region_17,2081,0.375,0.186
Glaciers,region_18,2081,0.007,0.003
Glaciers,region_19,2081,1.383,0.603
Glaciers,ALL,2081,9.846,1.534
Glaciers,region_1,2082,1.465,0.675
Glaciers,region_2,2082,0.181,0.050
Glaciers,region_3,2082,1.361,0.719
Glaciers,region_4,2082,0.648,0.358
Glaciers,region_5,2082,0.955,0.565
Glaciers,region_6,2082,0.280,0.181
Glaciers,region_7,2082,0.975,0.469
Glaciers,region_8,2082,0.036,0.013
