ice_source,region,year,mean,sd
Glaciers,region_3,2031,0.233,0.161
Glaciers,region_4,2031,0.130,0.095
Glaciers,region_5,2031,0.217,0.155
Glaciers,region_6,2031,0.055,0.040
Glaciers,region_7,2031,0.162,0.092
Glaciers,region_8,2031,0.009,0.005
Glaciers,region_9,2031,0.188,0.107
Glaciers,region_10,2031,0.008,0.005
Glaciers,region_11,2031,0.008,0.004
Glaciers,region_12,2031,0.004,0.002
Glaciers,region_13,2031,0.128,0.056
Glaciers,region_14,2031,0.083,0.036
Glaciers,region_15,2031,0.040,0.017
Glaciers,region_16,2031,0.007,0.005
Glaciers,region_17,2031,0.092,0.062
Glaciers,region_18,2031,0.002,0.001
Glaciers,region_19,2031,0.254,0.245
Glaciers,ALL,2031,2.006,0.430
GrIS,ALL,2032,0.625,0.296
AIS,WAIS,2032,0.289,0.383
AIS,EAIS,2032,-0.201,0.235
AIS,PEN,2032,-0.001,0.050
AIS,ALL,2032,0.087,0.543
Glaciers,region_1,2032,0.350,0.195
Glaciers,region_2,2032,0.058,0.029
Glaciers,region_3,2032,0.250,0.172
Glaciers,region_4,2032,0.139,0.101
Glaciers,region_5,2032,0.232,0.165
Glaciers,region_6,2032,0.059,0.043
Glaciers,region_7,2032,0.177,0.100
Glaciers,region_8,2032,0.010,0.006
Glaciers,region_9,2032,0.204,0.114
Glaciers,region_10,2032,0.008,0.006
Glaciers,region_11,2032,0.008,0.004
Glaciers,region_12,2032,0.004,0.002
Glaciers,region_13,2032,0.137,0.059
Glaciers,region_14,2032,0.089,0.038
Glaciers,region_15,2032,0.043,0.018
Glaciers,region_16,2032,0.008,0.005
Glaciers,region_17,2032,0.096,0.066
Glaciers,region_18,2032,0.002,0.001
Glaciers,region_19,2032,0.269,0.258
Glaciers,ALL,2032,2.143,0.455
GrIS,ALL,2033,0.684,0.323
AIS,WAIS,2033,0.326,0.422
AIS,EAIS,2033,-0.224,0.270
AIS,PEN,2033,0.002,0.054
AIS,ALL,2033,0.104,0.615
Glaciers,region_1,2033,0.373,0.207
Glaciers,region_2,2033,0.062,0.031
Glaciers,region_3,2033,0.269,0.183
Glaciers,region_4,2033,0.148,0.105
Glaciers,region_5,2033,0.246,0.173
Glaciers,region_6,2033,0.063,0.045
Glaciers,region_7,2033,0.191,0.107
Glaciers,region_8,2033,0.010,0.006
Glaciers,region_9,2033,0.220,0.121
Glaciers,region_10,2033,0.009,0.006
Glaciers,region_11,2033,0.009,0.004
Glaciers,region_12,2033,0.004,0.002
Glaciers,region_13,2033,0.146,0.063
Glaciers,region_14,2033,0.095,0.040
Glaciers,region_15,2033,0.045,0.019
Glaciers,region_16,2033,0.008,0.005
Glaciers,region_17,2033,0.102,0.069
Glaciers,region_18,2033,0.002,0.001
Glaciers,region_19,2033,0.286,0.271
Glaciers,ALL,2033,2.289,0.480
GrIS,ALL,2034,0.752,0.353
AIS,WAIS,2034,0.349,0.447
AIS,EAIS,2034,-0.207,0.292
AIS,PEN,2034,-0.001,0.054
AIS,ALL,2034,0.141,0.652
Glaciers,region_1,2034,0.396,0.218
Glaciers,region_2,2034,0.065,0.032
Glaciers,region_3,2034,0.288,0.194
Glaciers,region_4,2034,0.158,0.111
Glaciers,region_5,2034,0.261,0.182
Glaciers,region_6,2034,0.067,0.048
Glaciers,region_7,2034,0.205,0.115
Glaciers,region_8,2034,0.011,0.006
Glaciers,region_9,2034,0.236,0.127
Glaciers,region_10,2034,0.009,0.006
Glaciers,region_11,2034,0.010,0.004
Glaciers,region_12,2034,0.005,0.002
Glaciers,region_13,2034,0.155,0.067
Glaciers,region_14,2034,0.101,0.042
Glaciers,region_15,2034,0.048,0.021
Glaciers,region_16,2034,0.008,0.005
Glaciers,region_17,2034,0.109,0.072
Glaciers,region_18,2034,0.003,0.001
Glaciers,region_19,2034,0.303,0.283
Glaciers,ALL,2034,2.437,0.505
GrIS,ALL,2035,0.812,0.368
AIS,WAIS,2035,0.366,0.447
AIS,EAIS,2035,-0.196,0.314
AIS,PEN,2035,-0.002,0.054
AIS,ALL,2035,0.168,0.677
Glaciers,region_1,2035,0.420,0.231
Glaciers,region_2,2035,0.067,0.032
Glaciers,region_3,2035,0.305,0.205
Glaciers,region_4,2035,0.167,0.115
Glaciers,region_5,2035,0.276,0.190
Glaciers,region_6,2035,0.071,0.051
Glaciers,region_7,2035,0.221,0.122
Glaciers,region_8,2035,0.012,0.007
Glaciers,region_9,2035,0.253,0.133
Glaciers,region_10,2035,0.010,0.006
Glaciers,region_11,2035,0.010,0.004
Glaciers,region_12,2035,0.005,0.002
Glaciers,region_13,2035,0.165,0.071
Glaciers,region_14,2035,0.107,0.045
Glaciers,region_15,2035,0.051,0.022
Glaciers,region_16,2035,0.009,0.005
Glaciers,region_17,2035,0.115,0.075
Glaciers,region_18,2035,0.003,0.001
Glaciers,region_19,2035,0.316,0.295
Glaciers,ALL,2035,2.582,0.530
GrIS,ALL,2036,0.875,0.393
AIS,WAIS,2036,0.388,0.464
AIS,EAIS,2036,-0.213,0.332
AIS,PEN,2036,0.002,0.056
AIS,ALL,2036,0.177,0.710
Glaciers,region_1,2036,0.444,0.243
Glaciers,region_2,2036,0.071,0.033
Glaciers,region_3,2036,0.325,0.215
Glaciers,region_4,2036,0.176,0.118
Glaciers,region_5,2036,0.292,0.199
Glaciers,region_6,2036,0.075,0.053
Glaciers,region_7,2036,0.236,0.130
Glaciers,region_8,2036,0.012,0.007
Glaciers,region_9,2036,0.270,0.140
Glaciers,region_10,2036,0.010,0.007
Glaciers,region_11,2036,0.011,0.004
Glaciers,region_12,2036,0.005,0.002
Glaciers,region_13,2036,0.174,0.074
Glaciers,region_14,2036,0.114,0.047
Glaciers,region_15,2036,0.053,0.022
Glaciers,region_16,2036,0.009,0.005
Glaciers,region_17,2036,0.121,0.078
Glaciers,region_18,2036,0.003,0.002
Glaciers,region_19,2036,0.333,0.306
Glaciers,ALL,2036,2.734,0.554
GrIS,ALL,2037,0.918,0.421
AIS,WAIS,2037,0.394,0.471
AIS,EAIS,2037,-0.175,0.361
AIS,PEN,2037,0.007,0.059
AIS,ALL,2037,0.225,0.744
Glaciers,region_1,2037,0.471,0.258
Glaciers,region_2,2037,0.074,0.035
Glaciers,region_3,2037,0.345,0.225
Glaciers,region_4,2037,0.186,0.125
Glaciers,region_5,2037,0.310,0.208
Glaciers,region_6,2037,0.079,0.056
Glaciers,region_7,2037,0.253,0.138
Glaciers,region_8,2037,0.013,0.007
Glaciers,region_9,2037,0.288,0.147
Glaciers,region_10,2037,0.011,0.007
Glaciers,region_11,2037,0.011,0.004
Glaciers,region_12,2037,0.005,0.002
Glaciers,region_13,2037,0.183,0.078
Glaciers,region_14,2037,0.120,0.049
Glaciers,region_15,2037,0.056,0.024
Glaciers,region_16,2037,0.009,0.005
Glaciers,region_17,2037,0.127,0.081
Glaciers,region_18,2037,0.003,0.002
Glaciers,region_19,2037,0.351,0.317
Glaciers,ALL,2037,2.895,0.581
GrIS,ALL,2038,0.977,0.451
AIS,WAIS,2038,0.432,0.499
AIS,EAIS,2038,-0.168,0.385
AIS,PEN,2038,0.007,0.064
AIS,ALL,2038,0.271,0.791
Glaciers,region_1,2038,0.496,0.272
Glaciers,region_2,2038,0.078,0.036
Glaciers,region_3,2038,0.366,0.238
Glaciers,region_4,2038,0.197,0.131
Glaciers,region_5,2038,0.327,0.218
Glaciers,region_6,2038,0.083,0.059
Glaciers,region_7,2038,0.269,0.146
Glaciers,region_8,2038,0.014,0.007
Glaciers,region_9,2038,0.305,0.155
Glaciers,region_10,2038,0.011,0.007
Glaciers,region_11,2038,0.011,0.004
Glaciers,region_12,2038,0.006,0.002
Glaciers,region_13,2038,0.193,0.081
Glaciers,region_14,2038,0.125,0.052
Glaciers,region_15,2038,0.059,0.025
Glaciers,region_16,2038,0.009,0.005
Glaciers,region_17,2038,0.134,0.084
Glaciers,region_18,2038,0.003,0.002
Glaciers,region_19,2038,0.367,0.330
Glaciers,ALL,2038,3.053,0.610
GrIS,ALL,2039,1.039,0.470
AIS,WAIS,2039,0.475,0.520
AIS,EAIS,2039,-0.177,0.399
AIS,PEN,2039,0.005,0.065
AIS,ALL,2039,0.303,0.822
Glaciers,region_1,2039,0.520,0.287
Glaciers,region_2,2039,0.081,0.037
Glaciers,region_3,2039,0.387,0.248
Glaciers,region_4,2039,0.208,0.137
Glaciers,region_5,2039,0.344,0.228
Glaciers,region_6,2039,0.087,0.062
Glaciers,region_7,2039,0.285,0.155
Glaciers,region_8,2039,0.014,0.007
Glaciers,region_9,2039,0.322,0.162
Glaciers,region_10,2039,0.012,0.007
Glaciers,region_11,2039,0.012,0.004
Glaciers,region_12,2039,0.006,0.002
Glaciers,region_13,2039,0.202,0.085
Glaciers,region_14,2039,0.132,0.054
Glaciers,region_15,2039,0.062,0.026
Glaciers,region_16,2039,0.010,0.006
Glaciers,region_17,2039,0.140,0.086
Glaciers,region_18,2039,0.003,0.002
Glaciers,region_19,2039,0.384,0.341
Glaciers,ALL,2039,3.212,0.636
GrIS,ALL,2040,1.093,0.503
AIS,WAIS,2040,0.505,0.538
AIS,EAIS,2040,-0.161,0.438
AIS,PEN,2040,0.007,0.068
AIS,ALL,2040,0.351,0.872
Glaciers,region_1,2040,0.540,0.298
Glaciers,region_2,2040,0.084,0.037
Glaciers,region_3,2040,0.406,0.261
Glaciers,region_4,2040,0.219,0.143
Glaciers,region_5,2040,0.362,0.238
Glaciers,region_6,2040,0.092,0.065
Glaciers,region_7,2040,0.300,0.163
Glaciers,region_8,2040,0.015,0.008
Glaciers,region_9,2040,0.338,0.171
Glaciers,region_10,2040,0.012,0.008
Glaciers,region_11,2040,0.012,0.005
Glaciers,region_12,2040,0.006,0.002
Glaciers,region_13,2040,0.213,0.089
Glaciers,region_14,2040,0.139,0.057
Glaciers,region_15,2040,0.064,0.027
Glaciers,region_16,2040,0.010,0.006
Glaciers,region_17,2040,0.147,0.089
Glaciers,region_18,2040,0.004,0.002
Glaciers,region_19,2040,0.396,0.350
Glaciers,ALL,2040,3.360,0.661
GrIS,ALL,2041,1.170,0.537
AIS,WAIS,2041,0.535,0.557
AIS,EAIS,2041,-0.154,0.473
AIS,PEN,2041,0.007,0.073
AIS,ALL,2041,0.388,0.921
Glaciers,region_1,2041,0.561,0.307
Glaciers,region_2,2041,0.087,0.038
Glaciers,region_3,2041,0.426,0.272
Glaciers,region_4,2041,0.230,0.149
Glaciers,region_5,2041,0.379,0.248
Glaciers,region_6,2041,0.097,0.068
Glaciers,region_7,2041,0.315,0.172
Glaciers,region_8,2041,0.015,0.008
Glaciers,region_9,2041,0.356,0.182
Glaciers,region_10,2041,0.013,0.008
Glaciers,region_11,2041,0.013,0.005
Glaciers,region_12,2041,0.006,0.002
Glaciers,region_13,2041,0.222,0.093
Glaciers,region_14,2041,0.146,0.060
Glaciers,region_15,2041,0.067,0.028
Glaciers,region_16,2041,0.010,0.006
Glaciers,region_17,2041,0.155,0.092
Glaciers,region_18,2041,0.004,0.002
Glaciers,region_19,2041,0.412,0.362
Glaciers,ALL,2041,3.514,0.688
GrIS,ALL,2042,1.242,0.561
AIS,WAIS,2042,0.572,0.566
AIS,EAIS,2042,-0.159,0.527
AIS,PEN,2042,0.011,0.074
AIS,ALL,2042,0.424,0.977
Glaciers,region_1,2042,0.583,0.317
Glaciers,region_2,2042,0.091,0.039
Glaciers,region_3,2042,0.449,0.285
Glaciers,region_4,2042,0.242,0.155
Glaciers,region_5,2042,0.396,0.257
Glaciers,region_6,2042,0.101,0.071
Glaciers,region_7,2042,0.330,0.180
Glaciers,region_8,2042,0.016,0.008
Glaciers,region_9,2042,0.374,0.192
Glaciers,region_10,2042,0.013,0.008
Glaciers,region_11,2042,0.013,0.005
Glaciers,region_12,2042,0.006,0.002
Glaciers,region_13,2042,0.232,0.097
Glaciers,region_14,2042,0.152,0.062
Glaciers,region_15,2042,0.070,0.029
Glaciers,region_16,2042,0.011,0.006
